serial_no,exam_name,question,options/A,options/B,options/C,options/D,answer,explanation
504,MAT 2013-2014,হৃদপিন্ডের ডান অলিন্দ ও ডান নিলয়ের সংযোগ স্থলের কপাটিকার নাম-,মাইট্রাল কপাটিক,ট্রাইকাসপিড কপাটিকা,পালামোনারী কপাটিকা,অ্যাওর্টিক কপাটিকা,B,"মানুষের হৃৎপিণ্ডের বিভিন্ন কপাটিকার অবস্থান:
ট্রাইকাসপিড কপাটিকা: ডান অলিন্দ ও ডান নিলয়ের সংযোগস্থলে
বাইকাসপিড বা মাইট্রাল কপাটিকা: বাম অলিন্দ ও বাম নিলয়ের সংযোগস্থলে
সেমিলুনার ভাল্ব: পালামোনারি কপাটিকা: ডান নিলয় ও পালমোনারি ধমনির সংযোগস্থলে
সেমিলুনার ভাল্ব: অ্যাওর্টিক কপাটিকা: বাম নিলয় ও অ্যাওর্টার সংযোগস্থলে
থিবেসিয়ান কপাটিকা: করোনারি সাইনাস ও ডান অলিন্দের সংযোগস্থলে
ইউস্টেশিয়ান কপাটিকা: ইনফেরিয়র ভেনাক্যাভা ও ডান অলিন্দের সংযোগস্থলে"
656,MAT 2005-2006,নিচের কোনটি গ্যামিটোজেনেসিসের জন্য সঠিক নয়?,শুক্রাণু-নিউক্লিয়াসের সম্মুখ প্রান্তে গলগি বডি থেকে অ্যাক্রোসোম সৃষ্টি হয়,ব্যাঙের সাইটোপ্লাজমসহ ডিম্বাণু নিউক্লিয়াসটি কুসুম থেকে পৃথক হয়ে ডিম্বাণুর নিম্নপ্রান্ত জুড়ে থাকে,স্পার্মাটোজেনেসিসে হ্যাপ্লয়েড ক্রোমোসোম সেটের DNA অপরিবর্তিত থাকে,প্রত্যেকটি উওগোনিয়াম ডিপ্লয়েড (2n) সংখ্যক ক্রোমোসোম বহন করে,B,ব্যাঙের ডিম্বাণুতে নিউক্লিয়াস ও সাইটোপ্লাজম পৃথক হয় না। বাকি অপশনগুলো গ্যামিটোজেনেসিসের বৈশিষ্ট্য সঠিকভাবে ব্যাখ্যা করে।
866,MAT 2020-2021,ভ্রূণে লোহিত কণিকাসমূহ নিম্নের কোথায় তৈরি হয়?,থাইমাস,অগ্ন্যাশয়,প্লীহা,অস্থি মজ্জা,"A,C","ভ্রূণীয় জীবনে লোহিত কণিকাসমূহ কুসুম থলি (৩ সপ্তাহ বয়সে) যকৃত, প্লীহা ও থাইমাস (৬ মাস বয়স পর্যন্ত) থেকে উৎপন্ন হয়। আর, ভূমিষ্ট হওয়ার সময় থেকে পশুকা, কশেরুকা, স্টার্নাম ও শ্রোণিচক্রের লাল অস্থিমজ্জায় অবস্থিত বড় নিউক্লিয়াসযুক্ত এরিথ্রোব্লাস্ট নামক স্টেমকোষ থেকে অবিরাম লোহিত কণিকা সৃষ্টি হয়।"
492,MAT 2012-2013,রক্তের pH নির্ভর করে যার উপর-,এন্টিজেন,বাফার,রক্তের গ্রুপ,এন্টিবডি,B,"রক্তের স্বাভাবিক pH ৭.৪। এর থেকে ০.৫ কম বা বেশি হলে জীবনহানী হতে পারে। এই সীমিত সীমার মধ্যে রক্তের pH নিয়ন্ত্রিত হয় বিভিন্ন বাফার দ্বারা, যেমন- বাইকার্বোনেট বাফার, ফসফেট বাফার, হিমোগ্লোবিন বাফার ইত্যাদি।"
273,DAT 2020-2021,ক্রোমাটোগ্রাফির (Chromatography) কয়টি পর্যায় (Phase) আছে?,02,04,01,03,A,ক্রোমাটোগ্রাফির ২টি পর্যায় আছে। যথা: ১. স্থির দশা ও ২। চলনশীল দশা।
13,MAT 2024-2025,পেসমেকারের কাজ কি?,রক্তকে তরল রাখে,রক্ত সঞ্চালন বৃদ্ধি করে,হৃদরোগ প্রতিরোধ করে,হৃদস্পন্দনের ধীরগতি নিয়ন্ত্রণ করে,D,হার্ট এটাক ঘটতে পারে এমন ধীর হৃৎস্পন্দন কিংবা হার্ট সার্জারির সময় জরুরী ভিত্তিতে অস্থায়ী পেসমেকার ব্যবহার করা হয়। পেসমেকার ব্যবহারে সব ধরণের অ্যারিথমিয়ার হাত থেকে রক্ষা পাওয়া যায়।
466,MAT 2014-2015,মোটর প্রকৃতির স্নায়ু কোনটি?,হাইপোগ্লোসাল,ফেসিয়াল,ভেগাস,অপথ্যালমিক,A,"মোটর বা চেষ্টীয় স্নায়ু → ৩, ৪, ৬, ১১, ১২।
অন্যান্য অপশন সম্পর্কিত তথ্য:
Mixed বা মিশ্র স্নায়ু → বাকি সব স্নায়ু।
Sensory বা সংবেদী স্নায়ু → ১, ২, ৮।"
743,MAT 2015-2016,কোন চক্রের মাধ্যমে যকৃতে ইউরিয়া তৈরি হয়?,ক্রেবস চক্র,নাইট্রোজেন চক্র,অরনিথিন চক্র,কার্বন চক্র,C,"যকৃতে ইউরিয়া উৎপন্ন হয় অরনিথিন চক্রের মাধ্যমে।
অন্যান্য অপশন সম্পর্কিত তথ্য:
ডিঅ্যামিনেশন প্রক্রিয়ায় ইউরিয়া তৈরি হয়।"
914,MAT 2022-2023,Mollusca এর ক্ষেত্রে কোনটি সঠিক?,নরম কিউটিকুলার এপিডার্মিস দ্বারা আবৃত,নরম ও অখন্ডায়িত,প্রতি খন্ডে নেফ্রিডিয়া বিদ্যমান থাকে,দেহাভ্যন্তরে কেন্দ্রীয় গহ্বর বিদ্যমান,B,"Mollusca নরম মাংসল, অখন্ডকায়িত Annelida নরম কিউটিকলে আবৃত এবং এর প্রতিটি খণ্ডে নেফ্রিডিয়া থাকে।"
833,DAT 2021-2022,কোনটি প্লাজমা প্রোটিন নয়?,ক্রিয়েটিনিন,ফাইব্রিনোজেন,অ্যালবুমিন,গ্লোবুলিন,A,"ক্রিয়েটিনিন → নাইট্রোজেনঘটিত রেচন পদার্থ,
ফাইব্রিনোজেন, অ্যালবুমিন, গ্লোবুলিন → প্লাজমা প্রোটিন।"
